device,ts,UL1m,UL1a,UL1f,IL1m,IL1a,IL1f,UL2m,UL2a,UL2f,IL2m,IL2a,IL2f,UL3m,UL3a,UL3f,IL3m,IL3a,IL3f
pmu_avacon1,2021-11-17T14:23:19.999921+00:00,225.656173706055,-1.38120055198669,49.9854888916016,0.909491896629334,-1.52175891399384,49.9832382202149,226.996444702148,0.721798896789551,49.9851837158203,0.798067927360535,0.625345230102539,49.9879722595215,225.658065795898,2.8104932308197,49.9852333068848,0.842253506183624,2.70594334602356,49.9860916137695
pmu_avacon1,2021-11-17T14:23:20.923+00:00,225.617889404297,-1.48216819763184,49.9827919006348,0.918217957019806,-1.63854575157166,49.9860572814941,226.966003417969,0.619874775409699,49.982852935791,0.807512700557709,0.583119750022888,49.9655570983887,225.590270996094,2.70950388908386,49.9825630187988,0.848268330097199,2.60434126853943,49.9835586547852
pmu_avacon1,2021-11-17T14:23:21.1922+00:00,225.730422973633,-1.60257601737976,49.9846305847168,0.907974302768707,-1.7837119102478,50.0014419555664,226.872497558594,0.49984210729599,49.9844932556152,0.820528984069824,0.247637316584587,50.0177764892578,225.587310791016,2.587641954422,49.9846267700195,0.904971480369568,2.44354653358459,49.9950103759766
pmu_avacon1,2021-11-17T14:23:22.2923+00:00,225.747940063477,-1.70329678058624,49.9860305786133,0.850810766220093,-1.78253376483917,49.9831771850586,227.07405090332,0.400474160909653,49.985408782959,0.760586440563202,0.388160914182663,49.9810180664062,225.695861816406,2.48748683929443,49.9859504699707,0.826148152351379,2.43662786483765,49.9876251220703
pmu_avacon1,2021-11-17T14:23:23.3922+00:00,225.792831420898,-1.7986968755722,49.9828758239746,0.836756408214569,-1.8999263048172,49.9852447509766,227.122085571289,0.304731279611587,49.982292175293,0.766901135444641,0.261768966913223,49.9869232177734,225.762573242188,2.39222168922424,49.9827537536621,0.807924687862396,2.3403902053833,49.9861564636231
